task_id,domain,k,dimensions,n_dims,k_nn,selector,seed,b_coverage,b_maxsum,b_maxmin,b_novelty,maxsum_stability,redundancy,b_achieved,spread_go,spread_ru,spread_cb,hidden_pref_hits,hidden_pref_draws,hidden_pref_rate,hidden_pref_exact,coverage_by_dimension,n_selected,redundancy_floor,redundancy_excess,n_pool,b_pool,year,q,multiset_stability
1.0-1000-classical-2000-elevators-100,elevators,20,go,1,3,bmaxsum,1369407389,20,171.29629629629608,0.2962962962962963,0.6555555555555557,103.27175284695556,0,20,0.901559454191032,,,10,50,0.2,0.1282051282051282,go:20/156,20,0,0,1000,156,2000,1.0,True
1.0-1000-classical-2000-elevators-100,elevators,20,go,1,3,bmaxmin,1369407389,3,3.0,1.0,1.0,1.6462872773222532,17,3,1.0,,,1,50,0.02,0.019230769230769232,go:3/156,3,0,17,1000,156,2000,1.0,True
1.0-1000-classical-2000-elevators-100,elevators,20,go,1,3,bnovelty,1369407389,3,3.0,1.0,1.0,1.6462872773222532,17,3,1.0,,,1,50,0.02,0.019230769230769232,go:3/156,3,0,17,1000,156,2000,1.0,True
1.0-1000-classical-2000-elevators-100,elevators,20,go,1,3,maxsum_stability,1369407389,20,169.55555555555532,0.14814814814814814,0.652469135802469,103.98846681858878,0,20,0.8923976608187122,,,7,50,0.14,0.1282051282051282,go:20/156,20,0,0,1000,156,2000,1.0,True
1.0-1000-classical-None-ferry-18,ferry,20,go+ru,2,3,bcoverage,1539505627,20,77.00000000000004,0.14285714285714285,0.23095238095238096,43.264272472058884,0,20,0.8105263157894741,0.0,,30,50,0.6,0.5833333333333334,"go:20/120,ru:1/1",20,0,0,120,120,None,1.0,True
1.0-1000-classical-None-ferry-18,ferry,20,go+ru,2,3,bmaxsum,1539505627,20,81.8571428571429,0.14285714285714285,0.2607142857142857,43.816323840128014,0,20,0.8616541353383463,0.0,,30,50,0.6,0.5833333333333334,"go:20/120,ru:1/1",20,0,0,120,120,None,1.0,True
1.0-1000-classical-None-ferry-18,ferry,20,go+ru,2,3,bmaxmin,1539505627,4,3.0,0.5,0.5,1.3566502463054189,16,4,1.0,0.0,,27,50,0.54,0.5166666666666667,"go:4/120,ru:1/1",4,0,16,120,120,None,1.0,True
1.0-1000-classical-None-ferry-18,ferry,20,go+ru,2,3,bnovelty,1539505627,4,3.0,0.5,0.5,1.3566502463054189,16,4,1.0,0.0,,27,50,0.54,0.5166666666666667,"go:4/120,ru:1/1",4,0,16,120,120,None,1.0,True
1.0-1000-classical-None-ferry-18,ferry,20,go+ru,2,3,maxsum_stability,1539505627,20,77.07142857142863,0.14285714285714285,0.2333333333333333,47.5544808752817,0,20,0.8112781954887224,0.0,,31,50,0.62,0.5833333333333334,"go:20/120,ru:1/1",20,0,0,120,120,None,1.0,True
1.0-1000-classical-1998-gripper-13,gripper,20,go+ru,2,3,bcoverage,901573576,20,17.500000000000014,0.03571428571428571,0.03928571428571427,9.195402298850576,0,20,0.18421052631578963,0.0,,39,50,0.78,0.803030303030303,"go:20/33,ru:1/1",20,0,0,1000,33,1998,1.0,True
1.0-1000-classical-1998-gripper-13,gripper,20,go+ru,2,3,bmaxsum,901573576,20,23.964285714285744,0.03571428571428571,0.05773809523809524,9.10344827586207,0,20,0.2522556390977447,0.0,,36,50,0.72,0.803030303030303,"go:20/33,ru:1/1",20,0,0,1000,33,1998,1.0,True
1.0-1000-classical-1998-gripper-13,gripper,20,go+ru,2,3,bmaxmin,901573576,2,0.5,0.5,0.5,0.09195402298850575,18,2,1.0,0.0,,24,50,0.48,0.5303030303030303,"go:2/33,ru:1/1",2,0,18,1000,33,1998,1.0,True
1.0-1000-classical-1998-gripper-13,gripper,20,go+ru,2,3,bnovelty,901573576,2,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.09195402298850575,18,2,0.8571428571428571,0.0,,24,50,0.48,0.5303030303030303,"go:2/33,ru:1/1",2,0,18,1000,33,1998,1.0,True
1.0-1000-classical-1998-gripper-13,gripper,20,go+ru,2,3,maxsum_stability,901573576,20,17.50000000000001,0.03571428571428571,0.03928571428571428,9.195402298850576,0,20,0.18421052631578957,0.0,,39,50,0.78,0.803030303030303,"go:20/33,ru:1/1",20,0,0,1000,33,1998,1.0,True
1.0-1000-classical-None-miconic-108,miconic,20,go,1,3,bcoverage,1702903515,20,135.37931034482773,0.06896551724137931,0.3534482758620689,81.32818098738808,0,20,0.7125226860254091,,,6,50,0.12,0.15748031496062992,go:20/127,20,0,0,1000,127,None,1.0,True
1.0-1000-classical-None-miconic-108,miconic,20,go,1,3,bmaxsum,1702903515,20,167.24137931034494,0.13793103448275862,0.5798850574712644,102.59421784878974,0,20,0.8802177858439207,,,8,50,0.16,0.15748031496062992,go:20/127,20,0,0,1000,127,None,1.0,True
1.0-1000-classical-None-miconic-108,miconic,20,go,1,3,bmaxmin,1702903515,2,1.0,1.0,1.0,0.5384615384615384,18,2,1.0,,,2,50,0.04,0.015748031496062992,go:2/127,2,0,18,1000,127,None,1.0,True
1.0-1000-classical-None-miconic-108,miconic,20,go,1,3,bnovelty,1702903515,2,1.0,1.0,1.0,0.5384615384615384,18,2,1.0,,,2,50,0.04,0.015748031496062992,go:2/127,2,0,18,1000,127,None,1.0,True
1.0-1000-classical-None-miconic-108,miconic,20,go,1,3,maxsum_stability,1702903515,20,166.241379310345,0.20689655172413793,0.5810344827586207,103.14386983122381,0,20,0.8749546279491842,,,11,50,0.22,0.15748031496062992,go:20/127,20,0,0,1000,127,None,1.0,True
1.0-1000-classical-1998-movie-10,movie,20,go+ru,2,3,bcoverage,1774233937,20,115.71428571428588,0.14285714285714285,0.27976190476190477,123.86010101010106,0,20,0.5654135338345856,0.6526315789473685,,10,50,0.2,0.3214285714285714,"go:20/70,ru:5/14",20,0,0,1000,236,1998,1.0,True
1.0-1000-classical-1998-movie-10,movie,20,go+ru,2,3,bmaxsum,1774233937,20,147.35714285714303,0.21428571428571427,0.5904761904761905,130.35454545454533,0,20,0.5827067669172921,0.968421052631579,,30,50,0.6,0.6285714285714286,"go:18/70,ru:14/14",20,0,0,1000,236,1998,1.0,True
1.0-1000-classical-1998-movie-10,movie,20,go+ru,2,3,bmaxmin,1774233937,3,2.5714285714285716,0.8571428571428572,0.8571428571428572,1.7999999999999998,17,3,0.7142857142857143,1.0,,6,50,0.12,0.12857142857142856,"go:3/70,ru:3/14",3,0,17,1000,236,1998,1.0,True
1.0-1000-classical-1998-movie-10,movie,20,go+ru,2,3,bnovelty,1774233937,3,2.5714285714285716,0.8571428571428572,0.8571428571428572,1.7999999999999998,17,3,0.7142857142857143,1.0,,6,50,0.12,0.12857142857142856,"go:3/70,ru:3/14",3,0,17,1000,236,1998,1.0,True
1.0-1000-classical-1998-movie-10,movie,20,go+ru,2,3,maxsum_stability,1774233937,20,139.9285714285715,0.14285714285714285,0.5083333333333333,153.2777777777777,0,20,0.5203007518796987,0.9526315789473684,,26,50,0.52,0.5285714285714286,"go:14/70,ru:12/14",20,0,0,1000,236,1998,1.0,True
1.0-1000-classical-2006-openstacks-3,openstacks,20,go,1,3,bcoverage,989247046,20,156.6000000000001,0.4,0.52,117.24986071388189,0,20,0.8242105263157901,,,22,50,0.44,0.5,go:20/40,20,0,0,160,40,2006,1.0,True
1.0-1000-classical-2006-openstacks-3,openstacks,20,go,1,3,bmaxsum,989247046,20,159.59999999999997,0.4,0.5233333333333333,118.65782755936347,0,20,0.8399999999999999,,,23,50,0.46,0.5,go:20/40,20,0,0,160,40,2006,1.0,True
1.0-1000-classical-2006-openstacks-3,openstacks,20,go,1,3,bmaxmin,989247046,5,10.0,1.0,1.0,6.889703989703991,15,5,1.0,,,8,50,0.16,0.125,go:5/40,5,0,15,160,40,2006,1.0,True
1.0-1000-classical-2006-openstacks-3,openstacks,20,go,1,3,bnovelty,989247046,5,10.0,1.0,1.0,6.889703989703991,15,5,1.0,,,8,50,0.16,0.125,go:5/40,5,0,15,160,40,2006,1.0,True
1.0-1000-classical-2006-openstacks-3,openstacks,20,go,1,3,maxsum_stability,989247046,20,159.20000000000007,0.4,0.49333333333333335,121.35367208573903,0,20,0.8378947368421057,,,29,50,0.58,0.5,go:20/40,20,0,0,160,40,2006,1.0,True
1.0-1000-classical-2004-satellite-11,satellite,20,go+ru,2,3,bcoverage,913755583,20,40.35714285714288,0.07142857142857142,0.10119047619047616,66.25170611535327,0,20,0.42481203007518825,0.0,,27,50,0.54,0.5961538461538461,"go:20/104,ru:1/1",20,0,0,1000,104,2004,1.0,True
1.0-1000-classical-2004-satellite-11,satellite,20,go+ru,2,3,bmaxsum,913755583,20,58.53571428571435,0.07142857142857142,0.12380952380952379,91.19234545230073,0,20,0.6161654135338352,0.0,,27,50,0.54,0.5961538461538461,"go:20/104,ru:1/1",20,0,0,1000,104,2004,1.0,True
1.0-1000-classical-2004-satellite-11,satellite,20,go+ru,2,3,bmaxmin,913755583,2,0.4642857142857143,0.4642857142857143,0.4642857142857143,0.5581395348837209,18,2,0.9285714285714286,0.0,,22,50,0.44,0.5096153846153846,"go:2/104,ru:1/1",2,0,18,1000,104,2004,1.0,True
1.0-1000-classical-2004-satellite-11,satellite,20,go+ru,2,3,bnovelty,913755583,2,0.4642857142857143,0.4642857142857143,0.4642857142857143,0.5581395348837209,18,2,0.9285714285714286,0.0,,22,50,0.44,0.5096153846153846,"go:2/104,ru:1/1",2,0,18,1000,104,2004,1.0,True
1.0-1000-classical-2004-satellite-11,satellite,20,go+ru,2,3,maxsum_stability,913755583,20,56.00000000000003,0.07142857142857142,0.14226190476190476,93.820162634935,0,20,0.5894736842105266,0.0,,28,50,0.56,0.5961538461538461,"go:20/104,ru:1/1",20,0,0,1000,104,2004,1.0,True
1.0-1000-classical-2008-scanalyzer-2,scanalyzer,20,go+ru,2,3,bcoverage,943783267,20,31.374999999999993,0.08333333333333333,0.10347222222222219,179.75498796009617,0,20,0.33026315789473676,0.0,,28,50,0.56,0.5833333333333334,"go:20/120,ru:1/1",20,0,0,276,120,2008,1.0,True
1.0-1000-classical-2008-scanalyzer-2,scanalyzer,20,go+ru,2,3,bmaxsum,943783267,20,33.33333333333332,0.08333333333333333,0.10694444444444447,180.10930512555885,0,20,0.350877192982456,0.0,,27,50,0.54,0.5833333333333334,"go:20/120,ru:1/1",20,0,0,276,120,2008,1.0,True
1.0-1000-classical-2008-scanalyzer-2,scanalyzer,20,go+ru,2,3,bmaxmin,943783267,5,2.083333333333333,0.20833333333333334,0.20833333333333334,9.4156346749226,15,5,0.41666666666666663,0.0,,26,50,0.52,0.5208333333333334,"go:5/120,ru:1/1",5,0,15,276,120,2008,1.0,True
1.0-1000-classical-2008-scanalyzer-2,scanalyzer,20,go+ru,2,3,bnovelty,943783267,5,2.083333333333333,0.20833333333333334,0.20833333333333334,9.4156346749226,15,5,0.41666666666666663,0.0,,26,50,0.52,0.5208333333333334,"go:5/120,ru:1/1",5,0,15,276,120,2008,1.0,True
1.0-1000-classical-2008-scanalyzer-2,scanalyzer,20,go+ru,2,3,maxsum_stability,943783267,20,32.29166666666666,0.08333333333333333,0.11041666666666669,182.22987616099059,0,20,0.3399122807017543,0.0,,28,50,0.56,0.5833333333333334,"go:20/120,ru:1/1",20,0,0,276,120,2008,1.0,True
1.0-1000-classical-2000-schedule-10,schedule,20,go+ru,2,3,bcoverage,1237255937,20,55.15384615384615,0.07692307692307693,0.17820512820512818,20.81424148606811,0,20,0.5805668016194332,0.0,,20,50,0.4,0.51,"go:20/1000,ru:1/1",20,0,0,1000,1000,2000,1.0,True
1.0-1000-classical-2000-schedule-10,schedule,20,go+ru,2,3,bmaxsum,1237255937,20,64.03846153846142,0.07692307692307693,0.1391025641025641,48.881836945304414,0,20,0.6740890688259097,0.0,,20,50,0.4,0.51,"go:20/1000,ru:1/1",20,0,0,1000,1000,2000,1.0,True
1.0-1000-classical-2000-schedule-10,schedule,20,go+ru,2,3,bmaxmin,1237255937,2,0.46153846153846156,0.46153846153846156,0.46153846153846156,0.42105263157894735,18,2,0.9230769230769231,0.0,,20,50,0.4,0.501,"go:2/1000,ru:1/1",2,0,18,1000,1000,2000,1.0,True
1.0-1000-classical-2000-schedule-10,schedule,20,go+ru,2,3,bnovelty,1237255937,2,0.46153846153846156,0.46153846153846156,0.46153846153846156,0.42105263157894735,18,2,0.9230769230769231,0.0,,20,50,0.4,0.501,"go:2/1000,ru:1/1",2,0,18,1000,1000,2000,1.0,True
1.0-1000-classical-2000-schedule-10,schedule,20,go+ru,2,3,maxsum_stability,1237255937,20,55.38461538461534,0.07692307692307693,0.1358974358974359,53.555082559339496,0,20,0.5829959514170036,0.0,,20,50,0.4,0.51,"go:20/1000,ru:1/1",20,0,0,1000,1000,2000,1.0,True
1.0-1000-classical-2006-tpp-5,tpp,20,go+ru,2,3,bcoverage,2035469972,20,77.10000000000002,0.2,0.2666666666666666,0.0,0,20,0.8115789473684213,0.0,,17,50,0.34,0.3333333333333333,"go:20/120,ru:1/2",20,0,0,1000,121,2006,1.0,True
1.0-1000-classical-2006-tpp-5,tpp,20,go+ru,2,3,bmaxsum,2035469972,20,89.50000000000001,0.2,0.28833333333333333,19.0,0,20,0.8421052631578945,0.1,,31,50,0.62,0.5833333333333334,"go:20/120,ru:2/2",20,0,0,1000,121,2006,1.0,True
1.0-1000-classical-2006-tpp-5,tpp,20,go+ru,2,3,bmaxmin,2035469972,2,1.0,1.0,1.0,1.0,18,2,1.0,1.0,,29,50,0.58,0.5083333333333333,"go:2/120,ru:2/2",2,0,18,1000,121,2006,1.0,True
1.0-1000-classical-2006-tpp-5,tpp,20,go+ru,2,3,bnovelty,2035469972,2,1.0,1.0,1.0,1.0,18,2,1.0,1.0,,29,50,0.58,0.5083333333333333,"go:2/120,ru:2/2",2,0,18,1000,121,2006,1.0,True
1.0-1000-classical-2006-tpp-5,tpp,20,go+ru,2,3,maxsum_stability,2035469972,20,86.30000000000003,0.2,0.29,19.0,0,20,0.8084210526315789,0.1,,33,50,0.66,0.5833333333333334,"go:20/120,ru:2/2",20,0,0,1000,121,2006,1.0,True
1.0-1000-classical-None-tsp-14,tsp,20,go,1,3,bcoverage,975232708,20,74.42857142857149,0.09523809523809523,0.23730158730158735,117.73496767805386,0,20,0.391729323308271,,,1,50,0.02,0.02,go:20/1000,20,0,0,1000,1000,None,1.0,True
1.0-1000-classical-None-tsp-14,tsp,20,go,1,3,bmaxsum,975232708,20,79.28571428571425,0.19047619047619047,0.25873015873015875,121.48032478637563,0,20,0.41729323308270655,,,0,50,0.0,0.02,go:20/1000,20,0,0,1000,1000,None,1.0,True
1.0-1000-classical-None-tsp-14,tsp,20,go,1,3,bmaxmin,975232708,2,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.5517241379310345,18,2,0.6666666666666666,,,0,50,0.0,0.002,go:2/1000,2,0,18,1000,1000,None,1.0,True
1.0-1000-classical-None-tsp-14,tsp,20,go,1,3,bnovelty,975232708,2,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.5517241379310345,18,2,0.6666666666666666,,,0,50,0.0,0.002,go:2/1000,2,0,18,1000,1000,None,1.0,True
1.0-1000-classical-None-tsp-14,tsp,20,go,1,3,maxsum_stability,975232708,20,73.80952380952382,0.19047619047619047,0.273015873015873,125.30760737677403,0,20,0.38847117794486224,,,2,50,0.04,0.02,go:20/1000,20,0,0,1000,1000,None,1.0,True
1.0-1000-classical-2008-woodworking-13,woodworking,20,go+ru,2,3,bcoverage,957017633,20,51.026315789473685,0.10526315789473684,0.1479323308270676,63.768317853457106,0,20,0.4686980609418282,0.0684210526315789,,32,50,0.64,0.6298701298701299,"go:20/77,ru:2/2",20,0,0,1000,154,2008,1.0,True
1.0-1000-classical-2008-woodworking-13,woodworking,20,go+ru,2,3,bmaxsum,957017633,20,60.09022556390978,0.05263157894736842,0.13590225563909775,74.29818541451668,0,20,0.5573407202216071,0.07518796992481196,,29,50,0.58,0.6038961038961039,"go:16/77,ru:2/2",20,0,0,1000,154,2008,1.0,True
1.0-1000-classical-2008-woodworking-13,woodworking,20,go+ru,2,3,bmaxmin,957017633,2,0.4924812030075188,0.4924812030075188,0.4924812030075188,0.5555555555555556,18,2,0.8421052631578947,0.1428571428571429,,26,50,0.52,0.512987012987013,"go:2/77,ru:2/2",2,0,18,1000,154,2008,1.0,True
1.0-1000-classical-2008-woodworking-13,woodworking,20,go+ru,2,3,bnovelty,957017633,2,0.4135338345864662,0.4135338345864662,0.4135338345864662,0.375,18,2,0.6842105263157895,0.1428571428571429,,26,50,0.52,0.512987012987013,"go:2/77,ru:2/2",2,0,18,1000,154,2008,1.0,True
1.0-1000-classical-2008-woodworking-13,woodworking,20,go+ru,2,3,maxsum_stability,957017633,11,13.300751879699247,0.07142857142857145,0.13454089769879246,95.4263010467345,9,11,0.40574162679425824,0.07792207792207792,,26,50,0.52,0.5454545454545454,"go:7/77,ru:2/2",20,0,9,1000,154,2008,1.0,True
1.0-1000-classical-2000-elevators-106,elevators,20,go,1,3,bcoverage,956095144,20,153.44827586206912,0.06896551724137931,0.4206896551724138,95.76286894776055,0,20,0.807622504537206,,,10,50,0.2,0.125,go:20/160,20,0,0,1000,160,2000,1.0,True
1.0-1000-classical-2000-elevators-106,elevators,20,go,1,3,bmaxsum,956095144,20,170.24137931034483,0.10344827586206896,0.6488505747126437,102.35900416157185,0,20,0.8960072595281307,,,9,50,0.18,0.125,go:20/160,20,0,0,1000,160,2000,1.0,True
1.0-1000-classical-2000-elevators-106,elevators,20,go,1,3,bmaxmin,956095144,2,1.0,1.0,1.0,0.5538461538461539,18,2,1.0,,,1,50,0.02,0.0125,go:2/160,2,0,18,1000,160,2000,1.0,True
1.0-1000-classical-2000-elevators-106,elevators,20,go,1,3,bnovelty,956095144,2,1.0,1.0,1.0,0.5538461538461539,18,2,1.0,,,1,50,0.02,0.0125,go:2/160,2,0,18,1000,160,2000,1.0,True
1.0-1000-classical-2000-elevators-106,elevators,20,go,1,3,maxsum_stability,956095144,20,169.37931034482756,0.1724137931034483,0.6568965517241379,102.70496263463679,0,20,0.8914700544464609,,,11,50,0.22,0.125,go:20/160,20,0,0,1000,160,2000,1.0,True
1.0-1000-classical-None-ferry-23,ferry,20,go+ru,2,3,bcoverage,1732081552,20,66.92857142857142,0.14285714285714285,0.21309523809523814,47.77595682445511,0,20,0.7045112781954886,0.0,,35,50,0.7,0.5833333333333334,"go:20/120,ru:1/1",20,0,0,120,120,None,1.0,True
1.0-1000-classical-None-ferry-23,ferry,20,go+ru,2,3,bmaxsum,1732081552,20,70.14285714285721,0.14285714285714285,0.21547619047619046,44.81517853464454,0,20,0.7383458646616549,0.0,,33,50,0.66,0.5833333333333334,"go:20/120,ru:1/1",20,0,0,120,120,None,1.0,True
1.0-1000-classical-None-ferry-23,ferry,20,go+ru,2,3,bmaxmin,1732081552,4,2.571428571428571,0.42857142857142855,0.42857142857142855,1.28786717752235,16,4,0.8571428571428571,0.0,,30,50,0.6,0.5166666666666667,"go:4/120,ru:1/1",4,0,16,120,120,None,1.0,True
1.0-1000-classical-None-ferry-23,ferry,20,go+ru,2,3,bnovelty,1732081552,4,2.571428571428571,0.42857142857142855,0.42857142857142855,1.28786717752235,16,4,0.8571428571428571,0.0,,30,50,0.6,0.5166666666666667,"go:4/120,ru:1/1",4,0,16,120,120,None,1.0,True
1.0-1000-classical-None-ferry-23,ferry,20,go+ru,2,3,maxsum_stability,1732081552,20,58.00000000000002,0.14285714285714285,0.1726190476190476,50.27981354944639,0,20,0.6105263157894739,0.0,,32,50,0.64,0.5833333333333334,"go:20/120,ru:1/1",20,0,0,120,120,None,1.0,True
1.0-1000-classical-1998-gripper-14,gripper,20,go+ru,2,3,bcoverage,735608427,20,16.599999999999973,0.03333333333333333,0.03722222222222222,8.516129032258059,0,20,0.17473684210526289,0.0,,40,50,0.8,0.803030303030303,"go:20/33,ru:1/1",20,0,0,1000,33,1998,1.0,True
1.0-1000-classical-1998-gripper-14,gripper,20,go+ru,2,3,bmaxsum,735608427,20,23.00000000000003,0.03333333333333333,0.05500000000000001,8.602150537634403,0,20,0.24210526315789505,0.0,,41,50,0.82,0.803030303030303,"go:20/33,ru:1/1",20,0,0,1000,33,1998,1.0,True
1.0-1000-classical-1998-gripper-14,gripper,20,go+ru,2,3,bmaxmin,735608427,2,0.5,0.5,0.5,0.0,18,2,1.0,0.0,,28,50,0.56,0.5303030303030303,"go:2/33,ru:1/1",2,0,18,1000,33,1998,1.0,True
1.0-1000-classical-1998-gripper-14,gripper,20,go+ru,2,3,bnovelty,735608427,2,0.4666666666666667,0.4666666666666667,0.4666666666666667,0.0,18,2,0.9333333333333333,0.0,,29,50,0.58,0.5303030303030303,"go:2/33,ru:1/1",2,0,18,1000,33,1998,1.0,True
1.0-1000-classical-1998-gripper-14,gripper,20,go+ru,2,3,maxsum_stability,735608427,20,16.566666666666638,0.03333333333333333,0.03611111111111111,8.602150537634403,0,20,0.1743859649122804,0.0,,39,50,0.78,0.803030303030303,"go:20/33,ru:1/1",20,0,0,1000,33,1998,1.0,True
1.0-1000-classical-None-miconic-11,miconic,20,go,1,3,bcoverage,770341807,20,135.18181818181807,0.18181818181818182,0.32878787878787874,86.54296822957507,0,20,0.7114832535885162,,,2,50,0.04,0.13333333333333333,go:20/150,20,0,0,1000,150,None,1.0,True
1.0-1000-classical-None-miconic-11,miconic,20,go,1,3,bmaxsum,770341807,20,164.09090909090887,0.18181818181818182,0.5848484848484847,98.39137852202843,0,20,0.8636363636363624,,,7,50,0.14,0.13333333333333333,go:20/150,20,0,0,1000,150,None,1.0,True
1.0-1000-classical-None-miconic-11,miconic,20,go,1,3,bmaxmin,770341807,2,1.0,1.0,1.0,0.5490196078431373,18,2,1.0,,,0,50,0.0,0.013333333333333334,go:2/150,2,0,18,1000,150,None,1.0,True
1.0-1000-classical-None-miconic-11,miconic,20,go,1,3,bnovelty,770341807,2,1.0,1.0,1.0,0.5490196078431373,18,2,1.0,,,0,50,0.0,0.013333333333333334,go:2/150,2,0,18,1000,150,None,1.0,True
1.0-1000-classical-None-miconic-11,miconic,20,go,1,3,maxsum_stability,770341807,20,161.18181818181796,0.18181818181818182,0.5696969696969696,101.43343147525061,0,20,0.8483253588516735,,,5,50,0.1,0.13333333333333333,go:20/150,20,0,0,1000,150,None,1.0,True
1.0-1000-classical-1998-movie-11,movie,20,go+ru,2,3,bcoverage,516397511,20,117.0000000000001,0.14285714285714285,0.2785714285714286,126.8262626262625,0,20,0.5210526315789471,0.7105263157894737,,15,50,0.3,0.3279569892473118,"go:20/62,ru:5/15",20,0,0,1000,212,1998,1.0,True
1.0-1000-classical-1998-movie-11,movie,20,go+ru,2,3,bmaxsum,516397511,20,146.64285714285737,0.14285714285714285,0.5535714285714285,141.58282828282827,0,20,0.5699248120300741,0.9736842105263158,,33,50,0.66,0.6209677419354839,"go:15/62,ru:15/15",20,0,0,1000,212,1998,1.0,True
1.0-1000-classical-1998-movie-11,movie,20,go+ru,2,3,bmaxmin,516397511,4,5.142857142857144,0.8571428571428572,0.8571428571428572,4.6818181818181825,16,4,0.7142857142857143,1.0,,15,50,0.3,0.16559139784946236,"go:4/62,ru:4/15",4,0,16,1000,212,1998,1.0,True
1.0-1000-classical-1998-movie-11,movie,20,go+ru,2,3,bnovelty,516397511,4,5.142857142857144,0.8571428571428572,0.8571428571428572,4.6818181818181825,16,4,0.7142857142857143,1.0,,15,50,0.3,0.16559139784946236,"go:4/62,ru:4/15",4,0,16,1000,212,1998,1.0,True
1.0-1000-classical-1998-movie-11,movie,20,go+ru,2,3,maxsum_stability,516397511,20,141.4285714285716,0.14285714285714285,0.5488095238095237,155.58989898989893,0,20,0.5150375939849619,0.9736842105263158,,28,50,0.56,0.6129032258064516,"go:14/62,ru:15/15",20,0,0,1000,212,1998,1.0,True
1.0-1000-classical-2006-openstacks-4,openstacks,20,go,1,3,bcoverage,613557221,20,157.0,0.4,0.4966666666666667,114.6368350218052,0,20,0.8263157894736842,,,23,50,0.46,0.5,go:20/40,20,0,0,160,40,2006,1.0,True
1.0-1000-classical-2006-openstacks-4,openstacks,20,go,1,3,bmaxsum,613557221,20,159.59999999999997,0.4,0.53,116.27743949603236,0,20,0.8399999999999999,,,28,50,0.56,0.5,go:20/40,20,0,0,160,40,2006,1.0,True
1.0-1000-classical-2006-openstacks-4,openstacks,20,go,1,3,bmaxmin,613557221,4,6.0,1.0,1.0,3.7193843884545976,16,4,1.0,,,4,50,0.08,0.1,go:4/40,4,0,16,160,40,2006,1.0,True
1.0-1000-classical-2006-openstacks-4,openstacks,20,go,1,3,bnovelty,613557221,4,6.0,1.0,1.0,3.7193843884545976,16,4,1.0,,,4,50,0.08,0.1,go:4/40,4,0,16,160,40,2006,1.0,True
1.0-1000-classical-2006-openstacks-4,openstacks,20,go,1,3,maxsum_stability,613557221,20,159.60000000000002,0.4,0.49333333333333335,117.68146690376217,0,20,0.8400000000000001,,,32,50,0.64,0.5,go:20/40,20,0,0,160,40,2006,1.0,True
1.0-1000-classical-2004-satellite-14,satellite,20,go+ru,2,3,bcoverage,1176254768,20,32.86842105263159,0.05263157894736842,0.08421052631578949,48.804204760750316,0,20,0.34598337950138514,0.0,,21,50,0.42,0.5416666666666666,"go:20/240,ru:1/1",20,0,0,1000,240,2004,1.0,True
1.0-1000-classical-2004-satellite-14,satellite,20,go+ru,2,3,bmaxsum,1176254768,20,41.31578947368423,0.05263157894736842,0.08903508771929826,59.46724393524762,0,20,0.4349030470914129,0.0,,21,50,0.42,0.5416666666666666,"go:20/240,ru:1/1",20,0,0,1000,240,2004,1.0,True
1.0-1000-classical-2004-satellite-14,satellite,20,go+ru,2,3,bmaxmin,1176254768,2,0.3684210526315789,0.3684210526315789,0.3684210526315789,0.47058823529411764,18,2,0.7368421052631579,0.0,,19,50,0.38,0.5041666666666667,"go:2/240,ru:1/1",2,0,18,1000,240,2004,1.0,True
1.0-1000-classical-2004-satellite-14,satellite,20,go+ru,2,3,bnovelty,1176254768,2,0.3157894736842105,0.3157894736842105,0.3157894736842105,0.47058823529411764,18,2,0.631578947368421,0.0,,18,50,0.36,0.5041666666666667,"go:2/240,ru:1/1",2,0,18,1000,240,2004,1.0,True
1.0-1000-classical-2004-satellite-14,satellite,20,go+ru,2,3,maxsum_stability,1176254768,20,32.263157894736864,0.05263157894736842,0.10394736842105265,62.448937707800205,0,20,0.3396121883656512,0.0,,19,50,0.38,0.5416666666666666,"go:20/240,ru:1/1",20,0,0,1000,240,2004,1.0,True
1.0-1000-classical-2008-scanalyzer-3,scanalyzer,20,go+ru,2,3,bcoverage,1330105845,20,24.666666666666675,0.08333333333333333,0.0833333333333333,156.38289612074493,0,20,0.25964912280701763,0.0,,50,50,1.0,1.0,"go:20/20,ru:1/1",20,0,0,120,20,2008,1.0,True
1.0-1000-classical-2008-scanalyzer-3,scanalyzer,20,go+ru,2,3,bmaxsum,1330105845,20,24.666666666666675,0.08333333333333333,0.0833333333333333,156.3828961207451,0,20,0.25964912280701763,0.0,,50,50,1.0,1.0,"go:20/20,ru:1/1",20,0,0,120,20,2008,1.0,True
1.0-1000-classical-2008-scanalyzer-3,scanalyzer,20,go+ru,2,3,bmaxmin,1330105845,3,0.5,0.16666666666666666,0.16666666666666666,2.585685618729097,17,3,0.3333333333333333,0.0,,31,50,0.62,0.575,"go:3/20,ru:1/1",3,0,17,120,20,2008,1.0,True
1.0-1000-classical-2008-scanalyzer-3,scanalyzer,20,go+ru,2,3,bnovelty,1330105845,3,0.5,0.16666666666666666,0.16666666666666666,2.585685618729097,17,3,0.3333333333333333,0.0,,31,50,0.62,0.575,"go:3/20,ru:1/1",3,0,17,120,20,2008,1.0,True
