task_id,domain,k,selector_i,selector_j,jaccard,overlap_jaccard_plans,seed
1.0-1000-classical-2004-satellite-10,satellite,20,bnovelty,bmaxsum,0.1,0.1,1097989417
1.0-1000-classical-2004-satellite-10,satellite,20,bnovelty,bmaxmin,1.0,1.0,1097989417
1.0-1000-classical-2004-satellite-10,satellite,20,bnovelty,bnovelty,1.0,1.0,1097989417
1.0-1000-classical-2004-satellite-10,satellite,20,bnovelty,maxsum_stability,0.047619047619047616,0.047619047619047616,1097989417
1.0-1000-classical-2004-satellite-10,satellite,20,maxsum_stability,bcoverage,0.08108108108108109,0.08108108108108109,1097989417
1.0-1000-classical-2004-satellite-10,satellite,20,maxsum_stability,bmaxsum,0.02564102564102564,0.02564102564102564,1097989417
1.0-1000-classical-2004-satellite-10,satellite,20,maxsum_stability,bmaxmin,0.047619047619047616,0.047619047619047616,1097989417
1.0-1000-classical-2004-satellite-10,satellite,20,maxsum_stability,bnovelty,0.047619047619047616,0.047619047619047616,1097989417
1.0-1000-classical-2004-satellite-10,satellite,20,maxsum_stability,maxsum_stability,1.0,1.0,1097989417
1.0-1000-classical-2008-scanalyzer-1,scanalyzer,20,bcoverage,bcoverage,1.0,1.0,558476505
1.0-1000-classical-2008-scanalyzer-1,scanalyzer,20,bcoverage,bmaxsum,0.6,0.6,558476505
1.0-1000-classical-2008-scanalyzer-1,scanalyzer,20,bcoverage,bmaxmin,0.09523809523809523,0.09523809523809523,558476505
1.0-1000-classical-2008-scanalyzer-1,scanalyzer,20,bcoverage,bnovelty,0.09523809523809523,0.09523809523809523,558476505
1.0-1000-classical-2008-scanalyzer-1,scanalyzer,20,bcoverage,maxsum_stability,0.6666666666666666,0.6666666666666666,558476505
1.0-1000-classical-2008-scanalyzer-1,scanalyzer,20,bmaxsum,bcoverage,0.6,0.6,558476505
1.0-1000-classical-2008-scanalyzer-1,scanalyzer,20,bmaxsum,bmaxsum,1.0,1.0,558476505
1.0-1000-classical-2008-scanalyzer-1,scanalyzer,20,bmaxsum,bmaxmin,0.15,0.15,558476505
1.0-1000-classical-2008-scanalyzer-1,scanalyzer,20,bmaxsum,bnovelty,0.15,0.15,558476505
1.0-1000-classical-2008-scanalyzer-1,scanalyzer,20,bmaxsum,maxsum_stability,0.48148148148148145,0.48148148148148145,558476505
1.0-1000-classical-2008-scanalyzer-1,scanalyzer,20,bmaxmin,bcoverage,0.09523809523809523,0.09523809523809523,558476505
1.0-1000-classical-2008-scanalyzer-1,scanalyzer,20,bmaxmin,bmaxsum,0.15,0.15,558476505
1.0-1000-classical-2008-scanalyzer-1,scanalyzer,20,bmaxmin,bmaxmin,1.0,1.0,558476505
1.0-1000-classical-2008-scanalyzer-1,scanalyzer,20,bmaxmin,bnovelty,1.0,1.0,558476505
1.0-1000-classical-2008-scanalyzer-1,scanalyzer,20,bmaxmin,maxsum_stability,0.09523809523809523,0.09523809523809523,558476505
1.0-1000-classical-2008-scanalyzer-1,scanalyzer,20,bnovelty,bcoverage,0.09523809523809523,0.09523809523809523,558476505
1.0-1000-classical-2008-scanalyzer-1,scanalyzer,20,bnovelty,bmaxsum,0.15,0.15,558476505
1.0-1000-classical-2008-scanalyzer-1,scanalyzer,20,bnovelty,bmaxmin,1.0,1.0,558476505
1.0-1000-classical-2008-scanalyzer-1,scanalyzer,20,bnovelty,bnovelty,1.0,1.0,558476505
1.0-1000-classical-2008-scanalyzer-1,scanalyzer,20,bnovelty,maxsum_stability,0.09523809523809523,0.09523809523809523,558476505
1.0-1000-classical-2008-scanalyzer-1,scanalyzer,20,maxsum_stability,bcoverage,0.6666666666666666,0.6666666666666666,558476505
1.0-1000-classical-2008-scanalyzer-1,scanalyzer,20,maxsum_stability,bmaxsum,0.48148148148148145,0.48148148148148145,558476505
1.0-1000-classical-2008-scanalyzer-1,scanalyzer,20,maxsum_stability,bmaxmin,0.09523809523809523,0.09523809523809523,558476505
1.0-1000-classical-2008-scanalyzer-1,scanalyzer,20,maxsum_stability,bnovelty,0.09523809523809523,0.09523809523809523,558476505
1.0-1000-classical-2008-scanalyzer-1,scanalyzer,20,maxsum_stability,maxsum_stability,1.0,1.0,558476505
1.0-1000-classical-2000-schedule-1,schedule,20,bcoverage,bcoverage,1.0,1.0,1496174874
1.0-1000-classical-2000-schedule-1,schedule,20,bcoverage,bmaxsum,0.08108108108108109,0.08108108108108109,1496174874
1.0-1000-classical-2000-schedule-1,schedule,20,bcoverage,bmaxmin,0.1,0.1,1496174874
1.0-1000-classical-2000-schedule-1,schedule,20,bcoverage,bnovelty,0.1,0.1,1496174874
1.0-1000-classical-2000-schedule-1,schedule,20,bcoverage,maxsum_stability,0.25,0.25,1496174874
1.0-1000-classical-2000-schedule-1,schedule,20,bmaxsum,bcoverage,0.08108108108108109,0.08108108108108109,1496174874
1.0-1000-classical-2000-schedule-1,schedule,20,bmaxsum,bmaxsum,1.0,1.0,1496174874
1.0-1000-classical-2000-schedule-1,schedule,20,bmaxsum,bmaxmin,0.1,0.1,1496174874
1.0-1000-classical-2000-schedule-1,schedule,20,bmaxsum,bnovelty,0.1,0.1,1496174874
1.0-1000-classical-2000-schedule-1,schedule,20,bmaxsum,maxsum_stability,0.21212121212121213,0.21212121212121213,1496174874
1.0-1000-classical-2000-schedule-1,schedule,20,bmaxmin,bcoverage,0.1,0.1,1496174874
1.0-1000-classical-2000-schedule-1,schedule,20,bmaxmin,bmaxsum,0.1,0.1,1496174874
1.0-1000-classical-2000-schedule-1,schedule,20,bmaxmin,bmaxmin,1.0,1.0,1496174874
1.0-1000-classical-2000-schedule-1,schedule,20,bmaxmin,bnovelty,1.0,1.0,1496174874
1.0-1000-classical-2000-schedule-1,schedule,20,bmaxmin,maxsum_stability,0.047619047619047616,0.047619047619047616,1496174874
1.0-1000-classical-2000-schedule-1,schedule,20,bnovelty,bcoverage,0.1,0.1,1496174874
1.0-1000-classical-2000-schedule-1,schedule,20,bnovelty,bmaxsum,0.1,0.1,1496174874
1.0-1000-classical-2000-schedule-1,schedule,20,bnovelty,bmaxmin,1.0,1.0,1496174874
1.0-1000-classical-2000-schedule-1,schedule,20,bnovelty,bnovelty,1.0,1.0,1496174874
1.0-1000-classical-2000-schedule-1,schedule,20,bnovelty,maxsum_stability,0.047619047619047616,0.047619047619047616,1496174874
1.0-1000-classical-2000-schedule-1,schedule,20,maxsum_stability,bcoverage,0.25,0.25,1496174874
1.0-1000-classical-2000-schedule-1,schedule,20,maxsum_stability,bmaxsum,0.21212121212121213,0.21212121212121213,1496174874
1.0-1000-classical-2000-schedule-1,schedule,20,maxsum_stability,bmaxmin,0.047619047619047616,0.047619047619047616,1496174874
1.0-1000-classical-2000-schedule-1,schedule,20,maxsum_stability,bnovelty,0.047619047619047616,0.047619047619047616,1496174874
1.0-1000-classical-2000-schedule-1,schedule,20,maxsum_stability,maxsum_stability,1.0,1.0,1496174874
1.0-1000-classical-2006-tpp-4,tpp,20,bcoverage,bcoverage,1.0,1.0,240516610
1.0-1000-classical-2006-tpp-4,tpp,20,bcoverage,bmaxsum,0.9047619047619048,0.9047619047619048,240516610
1.0-1000-classical-2006-tpp-4,tpp,20,bcoverage,bmaxmin,0.2,0.2,240516610
1.0-1000-classical-2006-tpp-4,tpp,20,bcoverage,bnovelty,0.2,0.2,240516610
1.0-1000-classical-2006-tpp-4,tpp,20,bcoverage,maxsum_stability,1.0,1.0,240516610
1.0-1000-classical-2006-tpp-4,tpp,20,bmaxsum,bcoverage,0.9047619047619048,0.9047619047619048,240516610
1.0-1000-classical-2006-tpp-4,tpp,20,bmaxsum,bmaxsum,1.0,1.0,240516610
1.0-1000-classical-2006-tpp-4,tpp,20,bmaxsum,bmaxmin,0.2,0.2,240516610
1.0-1000-classical-2006-tpp-4,tpp,20,bmaxsum,bnovelty,0.2,0.2,240516610
1.0-1000-classical-2006-tpp-4,tpp,20,bmaxsum,maxsum_stability,0.9047619047619048,0.9047619047619048,240516610
1.0-1000-classical-2006-tpp-4,tpp,20,bmaxmin,bcoverage,0.2,0.2,240516610
1.0-1000-classical-2006-tpp-4,tpp,20,bmaxmin,bmaxsum,0.2,0.2,240516610
1.0-1000-classical-2006-tpp-4,tpp,20,bmaxmin,bmaxmin,1.0,1.0,240516610
1.0-1000-classical-2006-tpp-4,tpp,20,bmaxmin,bnovelty,1.0,1.0,240516610
1.0-1000-classical-2006-tpp-4,tpp,20,bmaxmin,maxsum_stability,0.2,0.2,240516610
1.0-1000-classical-2006-tpp-4,tpp,20,bnovelty,bcoverage,0.2,0.2,240516610
1.0-1000-classical-2006-tpp-4,tpp,20,bnovelty,bmaxsum,0.2,0.2,240516610
1.0-1000-classical-2006-tpp-4,tpp,20,bnovelty,bmaxmin,1.0,1.0,240516610
1.0-1000-classical-2006-tpp-4,tpp,20,bnovelty,bnovelty,1.0,1.0,240516610
1.0-1000-classical-2006-tpp-4,tpp,20,bnovelty,maxsum_stability,0.2,0.2,240516610
1.0-1000-classical-2006-tpp-4,tpp,20,maxsum_stability,bcoverage,1.0,1.0,240516610
1.0-1000-classical-2006-tpp-4,tpp,20,maxsum_stability,bmaxsum,0.9047619047619048,0.9047619047619048,240516610
1.0-1000-classical-2006-tpp-4,tpp,20,maxsum_stability,bmaxmin,0.2,0.2,240516610
1.0-1000-classical-2006-tpp-4,tpp,20,maxsum_stability,bnovelty,0.2,0.2,240516610
1.0-1000-classical-2006-tpp-4,tpp,20,maxsum_stability,maxsum_stability,1.0,1.0,240516610
1.0-1000-classical-None-trucks-4,trucks,20,bcoverage,bcoverage,1.0,1.0,1951623839
1.0-1000-classical-None-trucks-4,trucks,20,bcoverage,bmaxsum,0.5384615384615384,0.5384615384615384,1951623839
1.0-1000-classical-None-trucks-4,trucks,20,bcoverage,bmaxmin,0.1,0.1,1951623839
1.0-1000-classical-None-trucks-4,trucks,20,bcoverage,bnovelty,0.1,0.1,1951623839
1.0-1000-classical-None-trucks-4,trucks,20,bcoverage,maxsum_stability,0.46153846153846156,0.17647058823529413,1951623839
1.0-1000-classical-None-trucks-4,trucks,20,bmaxsum,bcoverage,0.5384615384615384,0.5384615384615384,1951623839
1.0-1000-classical-None-trucks-4,trucks,20,bmaxsum,bmaxsum,1.0,1.0,1951623839
1.0-1000-classical-None-trucks-4,trucks,20,bmaxsum,bmaxmin,0.1,0.1,1951623839
1.0-1000-classical-None-trucks-4,trucks,20,bmaxsum,bnovelty,0.1,0.1,1951623839
1.0-1000-classical-None-trucks-4,trucks,20,bmaxsum,maxsum_stability,0.5833333333333334,0.21212121212121213,1951623839
1.0-1000-classical-None-trucks-4,trucks,20,bmaxmin,bcoverage,0.1,0.1,1951623839
1.0-1000-classical-None-trucks-4,trucks,20,bmaxmin,bmaxsum,0.1,0.1,1951623839
1.0-1000-classical-None-trucks-4,trucks,20,bmaxmin,bmaxmin,1.0,1.0,1951623839
1.0-1000-classical-None-trucks-4,trucks,20,bmaxmin,bnovelty,1.0,1.0,1951623839
1.0-1000-classical-None-trucks-4,trucks,20,bmaxmin,maxsum_stability,0.1111111111111111,0.1,1951623839
1.0-1000-classical-None-trucks-4,trucks,20,bnovelty,bcoverage,0.1,0.1,1951623839
1.0-1000-classical-None-trucks-4,trucks,20,bnovelty,bmaxsum,0.1,0.1,1951623839
1.0-1000-classical-None-trucks-4,trucks,20,bnovelty,bmaxmin,1.0,1.0,1951623839
1.0-1000-classical-None-trucks-4,trucks,20,bnovelty,bnovelty,1.0,1.0,1951623839
1.0-1000-classical-None-trucks-4,trucks,20,bnovelty,maxsum_stability,0.1111111111111111,0.1,1951623839
1.0-1000-classical-None-trucks-4,trucks,20,maxsum_stability,bcoverage,0.46153846153846156,0.17647058823529413,1951623839
1.0-1000-classical-None-trucks-4,trucks,20,maxsum_stability,bmaxsum,0.5833333333333334,0.21212121212121213,1951623839
1.0-1000-classical-None-trucks-4,trucks,20,maxsum_stability,bmaxmin,0.1111111111111111,0.1,1951623839
1.0-1000-classical-None-trucks-4,trucks,20,maxsum_stability,bnovelty,0.1111111111111111,0.1,1951623839
1.0-1000-classical-None-trucks-4,trucks,20,maxsum_stability,maxsum_stability,1.0,1.0,1951623839
1.0-1000-classical-None-tsp-13,tsp,20,bcoverage,bcoverage,1.0,1.0,608455527
1.0-1000-classical-None-tsp-13,tsp,20,bcoverage,bmaxsum,0.17647058823529413,0.17647058823529413,608455527
1.0-1000-classical-None-tsp-13,tsp,20,bcoverage,bmaxmin,0.047619047619047616,0.047619047619047616,608455527
1.0-1000-classical-None-tsp-13,tsp,20,bcoverage,bnovelty,0.047619047619047616,0.047619047619047616,608455527
1.0-1000-classical-None-tsp-13,tsp,20,bcoverage,maxsum_stability,0.05263157894736842,0.05263157894736842,608455527
1.0-1000-classical-None-tsp-13,tsp,20,bmaxsum,bcoverage,0.17647058823529413,0.17647058823529413,608455527
1.0-1000-classical-None-tsp-13,tsp,20,bmaxsum,bmaxsum,1.0,1.0,608455527
1.0-1000-classical-None-tsp-13,tsp,20,bmaxsum,bmaxmin,0.1,0.1,608455527
1.0-1000-classical-None-tsp-13,tsp,20,bmaxsum,bnovelty,0.1,0.1,608455527
1.0-1000-classical-None-tsp-13,tsp,20,bmaxsum,maxsum_stability,0.02564102564102564,0.02564102564102564,608455527
1.0-1000-classical-None-tsp-13,tsp,20,bmaxmin,bcoverage,0.047619047619047616,0.047619047619047616,608455527
1.0-1000-classical-None-tsp-13,tsp,20,bmaxmin,bmaxsum,0.1,0.1,608455527
1.0-1000-classical-None-tsp-13,tsp,20,bmaxmin,bmaxmin,1.0,1.0,608455527
1.0-1000-classical-None-tsp-13,tsp,20,bmaxmin,bnovelty,1.0,1.0,608455527
1.0-1000-classical-None-tsp-13,tsp,20,bmaxmin,maxsum_stability,0.047619047619047616,0.047619047619047616,608455527
1.0-1000-classical-None-tsp-13,tsp,20,bnovelty,bcoverage,0.047619047619047616,0.047619047619047616,608455527
1.0-1000-classical-None-tsp-13,tsp,20,bnovelty,bmaxsum,0.1,0.1,608455527
1.0-1000-classical-None-tsp-13,tsp,20,bnovelty,bmaxmin,1.0,1.0,608455527
1.0-1000-classical-None-tsp-13,tsp,20,bnovelty,bnovelty,1.0,1.0,608455527
1.0-1000-classical-None-tsp-13,tsp,20,bnovelty,maxsum_stability,0.047619047619047616,0.047619047619047616,608455527
1.0-1000-classical-None-tsp-13,tsp,20,maxsum_stability,bcoverage,0.05263157894736842,0.05263157894736842,608455527
1.0-1000-classical-None-tsp-13,tsp,20,maxsum_stability,bmaxsum,0.02564102564102564,0.02564102564102564,608455527
1.0-1000-classical-None-tsp-13,tsp,20,maxsum_stability,bmaxmin,0.047619047619047616,0.047619047619047616,608455527
1.0-1000-classical-None-tsp-13,tsp,20,maxsum_stability,bnovelty,0.047619047619047616,0.047619047619047616,608455527
1.0-1000-classical-None-tsp-13,tsp,20,maxsum_stability,maxsum_stability,1.0,1.0,608455527
1.0-1000-classical-2014-visitall-16,visitall,20,bcoverage,bcoverage,1.0,1.0,1622429557
1.0-1000-classical-2014-visitall-16,visitall,20,bcoverage,bmaxsum,0.14285714285714285,0.14285714285714285,1622429557
1.0-1000-classical-2014-visitall-16,visitall,20,bcoverage,bmaxmin,0.09090909090909091,0.09090909090909091,1622429557
1.0-1000-classical-2014-visitall-16,visitall,20,bcoverage,bnovelty,0.09090909090909091,0.09090909090909091,1622429557
1.0-1000-classical-2014-visitall-16,visitall,20,bcoverage,maxsum_stability,0.14285714285714285,0.14285714285714285,1622429557
1.0-1000-classical-2014-visitall-16,visitall,20,bmaxsum,bcoverage,0.14285714285714285,0.14285714285714285,1622429557
1.0-1000-classical-2014-visitall-16,visitall,20,bmaxsum,bmaxsum,1.0,1.0,1622429557
1.0-1000-classical-2014-visitall-16,visitall,20,bmaxsum,bmaxmin,0.2,0.2,1622429557
1.0-1000-classical-2014-visitall-16,visitall,20,bmaxsum,bnovelty,0.2,0.2,1622429557
1.0-1000-classical-2014-visitall-16,visitall,20,bmaxsum,maxsum_stability,0.02564102564102564,0.02564102564102564,1622429557
1.0-1000-classical-2014-visitall-16,visitall,20,bmaxmin,bcoverage,0.09090909090909091,0.09090909090909091,1622429557
1.0-1000-classical-2014-visitall-16,visitall,20,bmaxmin,bmaxsum,0.2,0.2,1622429557
1.0-1000-classical-2014-visitall-16,visitall,20,bmaxmin,bmaxmin,1.0,1.0,1622429557
1.0-1000-classical-2014-visitall-16,visitall,20,bmaxmin,bnovelty,1.0,1.0,1622429557
1.0-1000-classical-2014-visitall-16,visitall,20,bmaxmin,maxsum_stability,0.0,0.0,1622429557
1.0-1000-classical-2014-visitall-16,visitall,20,bnovelty,bcoverage,0.09090909090909091,0.09090909090909091,1622429557
1.0-1000-classical-2014-visitall-16,visitall,20,bnovelty,bmaxsum,0.2,0.2,1622429557
1.0-1000-classical-2014-visitall-16,visitall,20,bnovelty,bmaxmin,1.0,1.0,1622429557
1.0-1000-classical-2014-visitall-16,visitall,20,bnovelty,bnovelty,1.0,1.0,1622429557
1.0-1000-classical-2014-visitall-16,visitall,20,bnovelty,maxsum_stability,0.0,0.0,1622429557
1.0-1000-classical-2014-visitall-16,visitall,20,maxsum_stability,bcoverage,0.14285714285714285,0.14285714285714285,1622429557
1.0-1000-classical-2014-visitall-16,visitall,20,maxsum_stability,bmaxsum,0.02564102564102564,0.02564102564102564,1622429557
1.0-1000-classical-2014-visitall-16,visitall,20,maxsum_stability,bmaxmin,0.0,0.0,1622429557
1.0-1000-classical-2014-visitall-16,visitall,20,maxsum_stability,bnovelty,0.0,0.0,1622429557
1.0-1000-classical-2014-visitall-16,visitall,20,maxsum_stability,maxsum_stability,1.0,1.0,1622429557
1.0-1000-classical-2008-woodworking-10,woodworking,20,bcoverage,bcoverage,1.0,1.0,537116571
1.0-1000-classical-2008-woodworking-10,woodworking,20,bcoverage,bmaxsum,0.08108108108108109,0.08108108108108109,537116571
1.0-1000-classical-2008-woodworking-10,woodworking,20,bcoverage,bmaxmin,0.1,0.1,537116571
1.0-1000-classical-2008-woodworking-10,woodworking,20,bcoverage,bnovelty,0.1,0.1,537116571
1.0-1000-classical-2008-woodworking-10,woodworking,20,bcoverage,maxsum_stability,1.0,1.0,537116571
1.0-1000-classical-2008-woodworking-10,woodworking,20,bmaxsum,bcoverage,0.08108108108108109,0.08108108108108109,537116571
1.0-1000-classical-2008-woodworking-10,woodworking,20,bmaxsum,bmaxsum,1.0,1.0,537116571
1.0-1000-classical-2008-woodworking-10,woodworking,20,bmaxsum,bmaxmin,0.1,0.1,537116571
1.0-1000-classical-2008-woodworking-10,woodworking,20,bmaxsum,bnovelty,0.1,0.1,537116571
1.0-1000-classical-2008-woodworking-10,woodworking,20,bmaxsum,maxsum_stability,0.08108108108108109,0.08108108108108109,537116571
1.0-1000-classical-2008-woodworking-10,woodworking,20,bmaxmin,bcoverage,0.1,0.1,537116571
1.0-1000-classical-2008-woodworking-10,woodworking,20,bmaxmin,bmaxsum,0.1,0.1,537116571
1.0-1000-classical-2008-woodworking-10,woodworking,20,bmaxmin,bmaxmin,1.0,1.0,537116571
1.0-1000-classical-2008-woodworking-10,woodworking,20,bmaxmin,bnovelty,1.0,1.0,537116571
1.0-1000-classical-2008-woodworking-10,woodworking,20,bmaxmin,maxsum_stability,0.1,0.1,537116571
1.0-1000-classical-2008-woodworking-10,woodworking,20,bnovelty,bcoverage,0.1,0.1,537116571
1.0-1000-classical-2008-woodworking-10,woodworking,20,bnovelty,bmaxsum,0.1,0.1,537116571
1.0-1000-classical-2008-woodworking-10,woodworking,20,bnovelty,bmaxmin,1.0,1.0,537116571
1.0-1000-classical-2008-woodworking-10,woodworking,20,bnovelty,bnovelty,1.0,1.0,537116571
1.0-1000-classical-2008-woodworking-10,woodworking,20,bnovelty,maxsum_stability,0.1,0.1,537116571
1.0-1000-classical-2008-woodworking-10,woodworking,20,maxsum_stability,bcoverage,1.0,1.0,537116571
1.0-1000-classical-2008-woodworking-10,woodworking,20,maxsum_stability,bmaxsum,0.08108108108108109,0.08108108108108109,537116571
1.0-1000-classical-2008-woodworking-10,woodworking,20,maxsum_stability,bmaxmin,0.1,0.1,537116571
1.0-1000-classical-2008-woodworking-10,woodworking,20,maxsum_stability,bnovelty,0.1,0.1,537116571
1.0-1000-classical-2008-woodworking-10,woodworking,20,maxsum_stability,maxsum_stability,1.0,1.0,537116571
1.0-1000-classical-2000-elevators-100,elevators,20,bcoverage,bcoverage,1.0,1.0,1369407389
1.0-1000-classical-2000-elevators-100,elevators,20,bcoverage,bmaxsum,0.1111111111111111,0.1111111111111111,1369407389
1.0-1000-classical-2000-elevators-100,elevators,20,bcoverage,bmaxmin,0.15,0.15,1369407389
1.0-1000-classical-2000-elevators-100,elevators,20,bcoverage,bnovelty,0.15,0.15,1369407389
1.0-1000-classical-2000-elevators-100,elevators,20,bcoverage,maxsum_stability,0.1111111111111111,0.1111111111111111,1369407389
1.0-1000-classical-2000-elevators-100,elevators,20,bmaxsum,bcoverage,0.1111111111111111,0.1111111111111111,1369407389
1.0-1000-classical-2000-elevators-100,elevators,20,bmaxsum,bmaxsum,1.0,1.0,1369407389
1.0-1000-classical-2000-elevators-100,elevators,20,bmaxsum,bmaxmin,0.15,0.15,1369407389
1.0-1000-classical-2000-elevators-100,elevators,20,bmaxsum,bnovelty,0.15,0.15,1369407389
1.0-1000-classical-2000-elevators-100,elevators,20,bmaxsum,maxsum_stability,0.21212121212121213,0.21212121212121213,1369407389
1.0-1000-classical-2000-elevators-100,elevators,20,bmaxmin,bcoverage,0.15,0.15,1369407389
1.0-1000-classical-2000-elevators-100,elevators,20,bmaxmin,bmaxsum,0.15,0.15,1369407389
1.0-1000-classical-2000-elevators-100,elevators,20,bmaxmin,bmaxmin,1.0,1.0,1369407389
1.0-1000-classical-2000-elevators-100,elevators,20,bmaxmin,bnovelty,1.0,1.0,1369407389
1.0-1000-classical-2000-elevators-100,elevators,20,bmaxmin,maxsum_stability,0.045454545454545456,0.045454545454545456,1369407389
1.0-1000-classical-2000-elevators-100,elevators,20,bnovelty,bcoverage,0.15,0.15,1369407389
1.0-1000-classical-2000-elevators-100,elevators,20,bnovelty,bmaxsum,0.15,0.15,1369407389
1.0-1000-classical-2000-elevators-100,elevators,20,bnovelty,bmaxmin,1.0,1.0,1369407389
1.0-1000-classical-2000-elevators-100,elevators,20,bnovelty,bnovelty,1.0,1.0,1369407389
1.0-1000-classical-2000-elevators-100,elevators,20,bnovelty,maxsum_stability,0.045454545454545456,0.045454545454545456,1369407389
1.0-1000-classical-2000-elevators-100,elevators,20,maxsum_stability,bcoverage,0.1111111111111111,0.1111111111111111,1369407389
1.0-1000-classical-2000-elevators-100,elevators,20,maxsum_stability,bmaxsum,0.21212121212121213,0.21212121212121213,1369407389
1.0-1000-classical-2000-elevators-100,elevators,20,maxsum_stability,bmaxmin,0.045454545454545456,0.045454545454545456,1369407389
1.0-1000-classical-2000-elevators-100,elevators,20,maxsum_stability,bnovelty,0.045454545454545456,0.045454545454545456,1369407389
1.0-1000-classical-2000-elevators-100,elevators,20,maxsum_stability,maxsum_stability,1.0,1.0,1369407389
1.0-1000-classical-None-ferry-18,ferry,20,bcoverage,bcoverage,1.0,1.0,1539505627
1.0-1000-classical-None-ferry-18,ferry,20,bcoverage,bmaxsum,0.21212121212121213,0.21212121212121213,1539505627
1.0-1000-classical-None-ferry-18,ferry,20,bcoverage,bmaxmin,0.14285714285714285,0.14285714285714285,1539505627
1.0-1000-classical-None-ferry-18,ferry,20,bcoverage,bnovelty,0.14285714285714285,0.14285714285714285,1539505627
1.0-1000-classical-None-ferry-18,ferry,20,bcoverage,maxsum_stability,0.21212121212121213,0.21212121212121213,1539505627
1.0-1000-classical-None-ferry-18,ferry,20,bmaxsum,bcoverage,0.21212121212121213,0.21212121212121213,1539505627
1.0-1000-classical-None-ferry-18,ferry,20,bmaxsum,bmaxsum,1.0,1.0,1539505627
1.0-1000-classical-None-ferry-18,ferry,20,bmaxsum,bmaxmin,0.2,0.2,1539505627
1.0-1000-classical-None-ferry-18,ferry,20,bmaxsum,bnovelty,0.2,0.2,1539505627
1.0-1000-classical-None-ferry-18,ferry,20,bmaxsum,maxsum_stability,0.1111111111111111,0.1111111111111111,1539505627
1.0-1000-classical-None-ferry-18,ferry,20,bmaxmin,bcoverage,0.14285714285714285,0.14285714285714285,1539505627
1.0-1000-classical-None-ferry-18,ferry,20,bmaxmin,bmaxsum,0.2,0.2,1539505627
1.0-1000-classical-None-ferry-18,ferry,20,bmaxmin,bmaxmin,1.0,1.0,1539505627
1.0-1000-classical-None-ferry-18,ferry,20,bmaxmin,bnovelty,1.0,1.0,1539505627
1.0-1000-classical-None-ferry-18,ferry,20,bmaxmin,maxsum_stability,0.043478260869565216,0.043478260869565216,1539505627
1.0-1000-classical-None-ferry-18,ferry,20,bnovelty,bcoverage,0.14285714285714285,0.14285714285714285,1539505627
1.0-1000-classical-None-ferry-18,ferry,20,bnovelty,bmaxsum,0.2,0.2,1539505627
1.0-1000-classical-None-ferry-18,ferry,20,bnovelty,bmaxmin,1.0,1.0,1539505627
1.0-1000-classical-None-ferry-18,ferry,20,bnovelty,bnovelty,1.0,1.0,1539505627
1.0-1000-classical-None-ferry-18,ferry,20,bnovelty,maxsum_stability,0.043478260869565216,0.043478260869565216,1539505627
1.0-1000-classical-None-ferry-18,ferry,20,maxsum_stability,bcoverage,0.21212121212121213,0.21212121212121213,1539505627
1.0-1000-classical-None-ferry-18,ferry,20,maxsum_stability,bmaxsum,0.1111111111111111,0.1111111111111111,1539505627
1.0-1000-classical-None-ferry-18,ferry,20,maxsum_stability,bmaxmin,0.043478260869565216,0.043478260869565216,1539505627
1.0-1000-classical-None-ferry-18,ferry,20,maxsum_stability,bnovelty,0.043478260869565216,0.043478260869565216,1539505627
1.0-1000-classical-None-ferry-18,ferry,20,maxsum_stability,maxsum_stability,1.0,1.0,1539505627
1.0-1000-classical-1998-gripper-13,gripper,20,bcoverage,bcoverage,1.0,1.0,901573576
1.0-1000-classical-1998-gripper-13,gripper,20,bcoverage,bmaxsum,0.6,0.6,901573576
1.0-1000-classical-1998-gripper-13,gripper,20,bcoverage,bmaxmin,0.0,0.0,901573576
1.0-1000-classical-1998-gripper-13,gripper,20,bcoverage,bnovelty,0.047619047619047616,0.047619047619047616,901573576
1.0-1000-classical-1998-gripper-13,gripper,20,bcoverage,maxsum_stability,1.0,1.0,901573576
1.0-1000-classical-1998-gripper-13,gripper,20,bmaxsum,bcoverage,0.6,0.6,901573576
1.0-1000-classical-1998-gripper-13,gripper,20,bmaxsum,bmaxsum,1.0,1.0,901573576
1.0-1000-classical-1998-gripper-13,gripper,20,bmaxsum,bmaxmin,0.1,0.1,901573576
1.0-1000-classical-1998-gripper-13,gripper,20,bmaxsum,bnovelty,0.1,0.1,901573576
1.0-1000-classical-1998-gripper-13,gripper,20,bmaxsum,maxsum_stability,0.6,0.6,901573576
1.0-1000-classical-1998-gripper-13,gripper,20,bmaxmin,bcoverage,0.0,0.0,901573576
1.0-1000-classical-1998-gripper-13,gripper,20,bmaxmin,bmaxsum,0.1,0.1,901573576
1.0-1000-classical-1998-gripper-13,gripper,20,bmaxmin,bmaxmin,1.0,1.0,901573576
1.0-1000-classical-1998-gripper-13,gripper,20,bmaxmin,bnovelty,0.3333333333333333,0.3333333333333333,901573576
1.0-1000-classical-1998-gripper-13,gripper,20,bmaxmin,maxsum_stability,0.0,0.0,901573576
1.0-1000-classical-1998-gripper-13,gripper,20,bnovelty,bcoverage,0.047619047619047616,0.047619047619047616,901573576
1.0-1000-classical-1998-gripper-13,gripper,20,bnovelty,bmaxsum,0.1,0.1,901573576
1.0-1000-classical-1998-gripper-13,gripper,20,bnovelty,bmaxmin,0.3333333333333333,0.3333333333333333,901573576
